"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-17","0.0","B,,S",,,"21.6","H,,S","27.6",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-18","15.0","B,,S",,,"19.5","H,,S","21.9",",,S","18.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-19","3.0","B,,S",,,"21.4","H,,S","30.3",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-20","0.0","B,,S",,,"24.4","H,,S","27.9",",,S","16.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-21","16.5","B,,S",,,"23.3","H,,S","25.5",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-22","0.0","B,,S",,,"24.5","H,,S","28.8",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-23","0.0","B,,S",,,"25.2","H,,S","30.4",",,S","20.5",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-24","0.0","B,,S",,,"24.7","H,,S","29.3",",,S","21.6",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-25","6.1","B,,S",,,"23.1","H,,S","24.1",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-26","0.0","B,,S",,,"23.1","H,,S","26.1",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-27","1.0","B,,S",,,"23.0","H,,S","25.5",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-28","1.5","B,,S",,,"23.1","H,,S","26.0",",,S","21.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-29","0.0","B,,S",,,"25.1","H,,S","28.4",",,S","21.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-06-30","0.0","B,,S",,,"24.7","H,,S","26.2",",,S","23.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-01","0.5","B,,S",,,"24.2","H,,S","26.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-02","0.0","B,,S",,,"27.1","H,,S","30.8",",,S","23.3",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-03","0.0","B,,S",,,"28.6","H,,S","33.0",",,S","25.3",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-04","7.1","B,,S",,,"26.7","H,,S","31.4",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-05","18.0","B,,S",,,"26.4","H,,S","32.3",",,S","23.3",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-06","0.0","B,,S",,,"26.6","H,,S","30.4",",,S","23.2",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-07","0.0","B,,S",,,"26.5","H,,S","30.1",",,S","23.9",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-08","0.0","B,,S",,,"27.6","H,,S","33.4",",,S","23.9",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-09","0.0","B,,S",,,"27.3","H,,S","31.0",",,S","24.6",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-10","0.0","B,,S",,,"27.6","H,,S","31.5",",,S","25.2",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-11","0.0","B,,S",,,"28.0","H,,S","31.6",",,S","25.2",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-12","0.0","B,,S",,,"29.2","H,,S","32.8",",,S","26.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-13","0.0","B,,S",,,"28.8","H,,S","32.9",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-14","0.0","B,,S",,,"28.0","H,,S","31.6",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-15","0.0","B,,S",,,"28.1","H,,S","31.3",",,S","24.8",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-16","0.5","B,,S",,,"29.1","H,,S","31.9",",,S","26.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-17","0.0","B,,S",,,"29.2","H,,S","33.3",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-18","0.0","B,,S",,,"26.3","H,,S","32.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-19",,,,,"29.3","H,,S",,,"23.1",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-21","0.0","B,,S",,,"28.4","H,,S","32.4",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-22","0.0","B,,S",,,"28.7","H,,S","33.6",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-23","0.0","B,,S",,,"28.2","H,,S","29.2",",,S","26.0",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-24","0.0","B,,S",,,"28.9","H,,S","32.6",",,S","27.4",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-25","0.0","B,,S",,,"28.2","H,,S","32.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-26","7.9","B,,S",,,"23.6","H,,S","24.7",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-27","0.0","B,,S",,,"22.8","H,,S","24.3",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-28","0.0","B,,S",,,"27.4","H,,S","33.2",",,S","21.8",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-29","0.0","B,,S",,,"26.7","H,,S","32.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-30","0.0","B,,S",,,"26.6","H,,S","31.1",",,S","23.8",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-07-31","0.0","B,,S",,,"28.9","H,,S","32.8",",,S","23.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-01","7.1","B,,S",,,"25.1","H,,S","31.6",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-02","0.0","B,,S",,,"22.9","H,,S","25.3",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-03","0.0","B,,S",,,"25.0","H,,S","27.9",",,S","20.6",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-04","2.0","B,,S",,,"26.2","H,,S","29.4",",,S","22.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-05","0.5","B,,S",,,"28.3","H,,S","33.2",",,S","24.6",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-06","0.0","B,,S",,,"29.2","H,,S","33.4",",,S","25.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-07","17.0","B,,S",,,"29.1","H,,S","33.9",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-08","2.0","B,,S",,,"29.4","H,,S","32.9",",,S","26.4",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-09","0.0","B,,S",,,"28.1","H,,S","36.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-10","0.5","B,,S",,,"24.6","H,,S","28.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-11","0.5","B,,S",,,"23.1","H,,S","24.7",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-12","3.0","B,,S",,,"25.0","H,,S","27.9",",,S","21.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-13","0.0","B,,S",,,"26.4","H,,S","31.6",",,S","23.3",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-14","7.9","B,,S",,,"24.8","H,,S","27.0",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-15",,,,,"24.4","H,,S",,,,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-16","5.1","B,,S",,,"22.7","H,,S","24.1",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-17","1.0","B,,S",,,"25.9","H,,S","28.8",",,S","21.8",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-18","0.0","B,,S",,,"27.8","H,,S","30.9",",,S","24.4",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-19","4.1","B,,S",,,"25.3","H,,S","30.5",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-20","1.0","B,,S",,,"25.9","H,,S","29.7",",,S","22.8",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-21","0.0","B,,S",,,"27.5","H,,S","31.2",",,S","24.2",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-22","0.0","B,,S",,,"28.6","H,,S","31.3",",,S","25.6",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-23","0.0","B,,S",,,"30.8","H,,S","34.7",",,S","26.2",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-24","0.0","B,,S",,,"30.5","H,,S","35.1",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-25","0.0","B,,S",,,"31.0","H,,S","36.3",",,S","27.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-26","0.0","B,,S",,,"28.5","H,,S","33.4",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-27","0.0","B,,S",,,"25.8","H,,S","30.4",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-28","0.0","B,,S",,,"27.7","H,,S","31.2",",,S","22.7",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-29","0.0","B,,S",,,"29.7","H,,S","32.6",",,S","26.4",",,S"
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-30","0.0","B,,S",,,"26.1","H,,S","32.3",",,S",,
"JA000047682","CHIBA, JA","35.6","140.1","19.0","2017-08-31","9.9","B,,S",,,"20.5","H,,S",,,,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-01","0.0","B,,S",,,"-2.3","H,,S","1.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-02","2.0","B,,S",,,"3.4","H,,S","6.0",",,S","-6.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-03","0.5","B,,S",,,"0.9","H,,S","3.4",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-04","0.0","B,,S",,,"-1.1","H,,S","2.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-05","0.0","B,,S",,,"-3.4","H,,S","0.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-06","0.0","B,,S",,,"-0.1","H,,S","1.5",",,S","-8.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-07","0.0","B,,S",,,"-1.4","H,,S","0.9",",,S","-3.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-08","0.0","B,,S",,,"-1.2","H,,S","1.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-09","0.0","B,,S",,,"-1.3","H,,S","0.5",",,S","-5.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-10","0.0","B,,S",,,"-3.2","H,,S","2.6",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-11","0.0","B,,S",,,"-6.2","H,,S","-2.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-12","0.0","B,,S",,,"-5.1","H,,S","-1.2",",,S","-10.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-13","0.0","B,,S",,,"-4.1","H,,S","-1.2",",,S","-10.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-14","5.1","B,,S",,,"-4.3","H,,S","0.6",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-15","2.0","B,,S",,,"-7.4","H,,S","-4.4",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-16","0.0","B,,S",,,"-7.6","H,,S","-1.3",",,S","-12.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-17","0.0","B,,S",,,"-5.6","H,,S","-1.7",",,S","-14.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-18",,,,,"-5.1","H,,S",,,"-10.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-20",,,,,"-1.8","H,,S","3.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-21","0.0","B,,S",,,"-4.5","H,,S","1.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-22","0.0","B,,S",,,"-2.2","H,,S","-0.3",",,S","-12.1",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-23","0.0","B,,S",,,"-4.2","H,,S","1.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-24","0.0","B,,S",,,"-6.7","H,,S","-3.7",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-25","0.0","B,,S",,,"-7.9","H,,S","-3.9",",,S","-12.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-26","0.0","B,,S",,,"1.6","H,,S","3.2",",,S","-12.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-27","0.0","B,,S",,,"-0.4","H,,S","3.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-28","0.0","B,,S",,,"-4.6","H,,S","2.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-29","0.0","B,,S",,,"-6.3","H,,S","-2.5",",,S","-13.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-30","0.0","B,,S",,,"-7.4","H,,S","-4.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-01-31","0.0","B,,S",,,"-6.3","H,,S","-3.2",",,S","-12.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-01","0.0","B,,S",,,"-8.4","H,,S","-2.6",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-02","0.0","B,,S",,,"-6.8","H,,S","-1.5",",,S","-13.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-03","0.0","B,,S",,,"-7.1","H,,S","-2.5",",,S","-13.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-04","0.0","B,,S",,,"-1.9","H,,S",,,"-11.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-05","0.0","B,,S",,,"-2.7","H,,S","2.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-06","0.0","B,,S",,,"-4.7","H,,S","0.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-07","0.0","B,,S",,,"-3.4","H,,S",,,"-13.0",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-08","0.0","B,,S",,,"-3.4","H,,S","-1.6",",,S","-7.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-09","7.9","B,,S",,,"-3.6","H,,S","0.2",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-10","0.0","B,,S",,,"-3.4","H,,S","3.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-11","0.0","B,,S",,,"-4.0","H,,S","1.9",",,S","-10.0",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-12","0.0","B,,S",,,"-0.1","H,,S",,,"-8.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-13","2.0","B,,S",,,"4.8","H,,S","8.7",",,S","-2.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-14","39.9","B,,S",,,"0.6","H,,S","5.0",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-15","0.5","B,,S",,,"-4.8","H,,S","-0.2",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-16","0.0","B,,S",,,"-2.8","H,,S","-0.6",",,S","-10.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-17","4.1","B,,S",,,"-2.8","H,,S","0.6",",,S","-6.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-18",,,,,"3.0","H,,S",,,"-6.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-19","3.0","B,,S",,,"4.3","H,,S","7.5",",,S","1.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-20","4.1","B,,S",,,"1.2","H,,S","5.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-21","30.0","B,,S",,,"-0.2","H,,S","2.7",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-22","0.0","B,,S",,,"-2.3","H,,S","1.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-23","0.0","B,,S",,,"-2.4","H,,S","2.5",",,S","-7.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-24","0.0","B,,S",,,"-8.6","H,,S","-4.0",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-25","0.0","B,,S",,,"-5.6","H,,S","-1.9",",,S","-13.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-26","0.0","B,,S",,,"-4.8","H,,S","0.6",",,S","-11.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-27","0.0","B,,S",,,"-5.3","H,,S","-1.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-28","0.0","B,,S",,,"-4.7","H,,S","-1.6",",,S","-11.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-02-29","41.9","B,,S",,,"-2.1","H,,S","-1.0",",,S","-8.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-01","3.0","B,,S",,,"-4.5","H,,S","4.4",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-02","0.0","B,,S",,,"-5.6","H,,S","-1.3",",,S","-10.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-03","0.0","B,,S",,,"-5.5","H,,S","-4.1",",,S","-11.1",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-04","1.0","B,,S",,,"-5.2","H,,S","-0.9",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-05","0.0","B,,S",,,"-2.9","H,,S","1.6",",,S","-12.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-06","13.0","B,,S",,,"0.3","H,,S",,,"-7.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-07","10.9","B,,S",,,"4.8","H,,S","12.0",",,S","-0.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-08","3.0","B,,S",,,"1.9","H,,S","7.4",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-09","0.5","B,,S",,,"-2.2","H,,S","2.7",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-10","0.0","B,,S",,,"-3.8","H,,S","-0.2",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-11","0.0","B,,S",,,"-2.3","H,,S","3.0",",,S","-9.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-12","0.0","B,,S",,,"-2.2","H,,S","3.4",",,S","-8.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-13","0.0","B,,S",,,"-0.6","H,,S","1.3",",,S","-7.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-14","0.0","B,,S",,,"-1.2","H,,S","1.4",",,S","-3.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-15","0.0","B,,S",,,"-0.7","H,,S","4.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-16","0.0","B,,S",,,"7.3","H,,S",,,"-6.0",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-17","0.0","B,,S",,,"8.0","H,,S","12.2",",,S","2.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-18","0.0","B,,S",,,"8.3","H,,S","15.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-19","0.5","B,,S",,,"5.2","H,,S","12.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-20","0.5","B,,S",,,"0.2","H,,S","3.9",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-21","0.0","B,,S",,,"0.1","H,,S","5.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-22","0.0","B,,S",,,"1.9","H,,S","6.4",",,S","-5.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-23",,,,,"0.4","H,,S",,,,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-24","0.5","B,,S",,,"-0.3","H,,S","3.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-25","0.5","B,,S",,,"0.1","H,,S","3.7",",,S","-4.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-26","0.0","B,,S",,,"-0.1","H,,S","3.0",",,S","-4.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-27","0.0","B,,S",,,"5.3","H,,S","9.7",",,S","-3.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-28","1.0","B,,S",,,"4.7","H,,S","11.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-29","0.0","B,,S",,,"3.0","H,,S","5.1",",,S","-1.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-30","0.5","B,,S",,,"5.6","H,,S","8.3",",,S","1.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-03-31","0.0","B,,S",,,"6.0","H,,S","10.9",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-01","0.0","B,,S",,,"2.4","H,,S","4.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-02","0.0","B,,S",,,"3.4","H,,S",,,"1.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-03","8.9","B,,S",,,"7.8","H,,S","10.4",",,S","2.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-04","0.5","B,,S",,,"3.4","H,,S","7.9",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-05","0.0","B,,S",,,"8.7","H,,S","14.1",",,S","-0.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-06","1.0","B,,S",,,"8.3","H,,S","12.7",",,S","2.0",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-07","4.1","B,,S",,,"7.3","H,,S","14.1",",,S","3.9",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-08","13.0","B,,S",,,"5.6","H,,S","9.9",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-09","1.0","B,,S",,,"7.3","H,,S","13.8",",,S","0.4",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-10","0.0","B,,S",,,"4.8","H,,S","11.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-11","0.0","B,,S",,,"1.4","H,,S","6.5",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-12","0.0","B,,S",,,"6.7","H,,S","9.4",",,S","-2.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-13","0.0","B,,S",,,"9.6","H,,S","14.6",",,S","3.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-14","0.0","B,,S",,,"6.7","H,,S","12.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-15","0.0","B,,S",,,"5.7","H,,S","13.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-16","0.0","B,,S",,,"8.3","H,,S","14.2",",,S","-0.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-17","40.4","B,,S",,,"6.6","H,,S",,,"3.5",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-18",,,,,"6.7","H,,S","12.2",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-19","0.0","B,,S",,,"2.2","H,,S","3.3",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-20","0.0","B,,S",,,"8.7","H,,S",,,"0.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-21","0.0","B,,S",,,"13.9","H,,S","19.3",",,S","5.6",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-22","0.0","B,,S",,,"7.0","H,,S","13.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-23","0.0","B,,S",,,"2.7","H,,S",,,,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-24","0.0","B,,S",,,"9.2","H,,S","17.2",",,S","0.3",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-25","0.0","B,,S",,,"7.1","H,,S","14.3",",,S","1.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-26","0.0","B,,S",,,"3.8","H,,S","6.0",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-27","0.0","B,,S",,,"4.7","H,,S","7.4",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-28","8.9","B,,S",,,"2.9","H,,S","7.7",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-29","23.9","B,,S",,,"3.1","H,,S",,,"0.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-04-30","0.5","B,,S",,,"5.1","H,,S","11.1",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-05-01","0.0","B,,S",,,"4.7","H,,S","8.5",",,S","-0.8",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-05-02","0.0","B,,S",,,"7.4","H,,S","10.0",",,S","0.2",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-05-03","0.0","B,,S",,,"15.0","H,,S","20.1",",,S","5.7",",,S"
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-05-04","10.4","B,,S",,,"12.8","H,,S","17.8",",,S",,
"JA000047440","HIROO, JA","42.3","143.317","33.0","2016-05-05","7.1","B,,S",,,"12.6","H,,S","14.9",",,S","8.1",",,S"
